"DOTA_Tooltip_ability_Advanced_laser_note_lv5"				"[Преломление +]Добавить единицу к числу преломлений"
"DOTA_Tooltip_ability_Advanced_reactive_armor_note_base_Info"       "Броня за стак: +0,05/уровень<br/>Регенерация здоровья за стак:+0.1/Уровень<br/>Длительность одного эффекта: +0,5/уровень<br/>"
"DOTA_Tooltip_ability_Advanced_reactive_armor_note_lv25_1"				"[Adaptive] Taking damage greater than 3%% of max health will lock the damage at 3%% (but not affect instant death)"
"DOTA_Tooltip_ability_Advanced_reactive_armor_note_lv25_2"				"[Super Activation] No longer has a maximum stack limit."
"DOTA_Tooltip_ability_Advanced_reactive_armor_note_lv25_3"				"[anti-active extension] Generates an aura with a 500 radius, reduce armor of enemies in the aura by 70%% of bonus armor gained from their own spells"


"DOTA_Tooltip_ability_Advanced_kraken_shell_note_lv5"			"[Сильное сопротивление+]Длительность эффекта увеличена до 6 секунд."
"DOTA_Tooltip_ability_Advanced_kraken_shell_note_lv10"			"[Блокировка домена+]Эффект сопротивления увеличен до 75%%"
"DOTA_Tooltip_ability_Advanced_kraken_shell_note_lv15"			"[Щупальца Кракена]Когда рассеивание срабатывает, наносит Сила*2 физического урона трем случайным противникам в радиусе 500 единиц."
"DOTA_Tooltip_ability_Advanced_kraken_shell_note_lv20"			"[Прочность]Пассивно увеличивает сопротивление эффектам на 35%%, этот эффект не отключается пассивным разрушением."
"DOTA_Tooltip_ability_Advanced_kraken_shell_note_base_Info"     "Блокировка урона: +2/уровень<br/>Множитель силы: +0,01/уровень<br/>Порог урона: -0,1%%/уровень<br/>"	
"DOTA_Tooltip_ability_Advanced_kraken_shell_note_lv25_1"				"[Shell of Giants] Immune to slowdown, silence, freeze, stun and disarm, while gaining continuous strong dispel (does not trigger 'Щупальца Кракена'')"
"DOTA_Tooltip_ability_Advanced_kraken_shell_note_lv25_2"				"[Heavy Armor] Double resistance effect, reduce coefficient required for dispel to 2%%, increase damage of 'Щупальца Кракена' to STR*5. "
"DOTA_Tooltip_ability_Advanced_kraken_shell_note_lv25_3"				"[Scapegoat] In domain block status, fully block damages taken by allies. For the additional offset damage value, 30%% of the counterattack damage will be taken by the aura bearer. If the aura bearer is invincible at this time, there will be no damage."


"DOTA_Tooltip_ability_Advanced_dragon_blood_note_lv5"			"[Кожа дракона+]Может игнорировать эффект обнуления щита"
"DOTA_Tooltip_ability_Advanced_dragon_blood_note_lv10"			"[Драконизация+]Длительность увеличена до 15 секунд."
"DOTA_Tooltip_ability_Advanced_dragon_blood_note_lv15"			"[Рык дракона]Каждые 18 секунд он оглушает до 4 врагов в радиусе 400 единиц на 1,5 секунды (усиливается сопротивлением эффектам и продолжительностью отрицательного эффекта) и наносит в 2 раза больше физического урона, чем восстановление HP."
"DOTA_Tooltip_ability_Advanced_dragon_blood_note_lv20"			"[Нежить]Воскреснуть можно через 30 секунд после смерти (но игра все равно вылетит через 5 секунд после смерти)"
"DOTA_Tooltip_ability_Advanced_dragon_blood_note_base_Info"  "Восстановление здоровья:+2/Уровень<br/>Повышение брони: +0,5/уровень<br/>"	
"DOTA_Tooltip_ability_Advanced_dragon_blood_note_lv25_1"				"[Цепной рев дракона]Время восстановления Рева Дракона уменьшено до 10 секунд, дальность увеличена до 700, а урон увеличен в 5 раз Противник, пораженный первой волной Рева Дракона, станет точкой ретрансляции для запуска Рева Дракона на 3 случайных цели вокруг."
"DOTA_Tooltip_ability_Advanced_dragon_blood_note_lv25_2"				"[Нерушимый]Его можно возродить через 15 секунд после смерти, при этом за каждую смерть вы получите 5 очков всех атрибутов, с максимальным бонусом 150."
"DOTA_Tooltip_ability_Advanced_dragon_blood_note_lv25_3"				"[Благословение драконьей чешуи]Улучшенная [Кожа дракона+], щиты от всех умений больше не будут ломаться. At the same time, you gain an additional 150%% dragon blood armor bonus."




"DOTA_Tooltip_ability_Advanced_borrowed_time_note_lv5"			"[Царство насмешек+]Радиус расширен до 1100"
"DOTA_Tooltip_ability_Advanced_borrowed_time_note_lv10"			"[Крещение+]Эффект восстановления увеличен до 50%%"
"DOTA_Tooltip_ability_Advanced_borrowed_time_note_lv15"			"[Переключатель]Автоматически активируется, когда значение здоровья ниже 15%%, но перезаряжается в течение 120 секунд как самостоятельный навык."
"DOTA_Tooltip_ability_Advanced_borrowed_time_note_lv20"			"[Главный герой]Увеличивает все атрибуты на 50%%, пока действует навык."
"DOTA_Tooltip_ability_Advanced_borrowed_time_note_base_Info"  "Длительность:+0.2/Уровень<br/>"	
"DOTA_Tooltip_ability_Advanced_borrowed_time_note_lv25_1"				"[Aghanim’s Blessing]During the buff active, your can automatically release a Advanced Mist Coil to your allie every time it receives damage of 10%% of its maximum HP, the same unit has a 0.2 second cooldown"
"DOTA_Tooltip_ability_Advanced_borrowed_time_note_lv25_2"				"[Sorrow of Mist]During the buff active, your can automatically release a Advanced Mist Coil to  two closest enemies within your allies 1000 range every time your allies receive damage of 10%% of their maximum HP, which has a 0.1 second cooldown"
"DOTA_Tooltip_ability_Advanced_borrowed_time_note_lv25_3"				"[Soul Return Home]The active effect cooldown is reduced to a fixed 4 seconds, but each cast only lasts 1.5 seconds and will enter the cooldown after the state ends"
